identifier,name,description,filepath,image,citation
001,greek woman spinning yarn,"""greek peasant woman spinning yarn by hand, 1901.""",_site/assets,001.jpeg,"""H.C. White Co., Publisher. Greek Peasant Woman Spinning Yarn by Hand. Greece, 1901. North Bennington, Vt.: H.C. White Co., Publishers. Photograph. https://www.loc.gov/item/2003681452/."""
